Ano;Cód.;Município;Produto Interno Bruto a preços correntes (Mil Reais);Participação do valor adicionado bruto a preços correntes dos serviços, exclusive administração, defesa, educação e saúde públicas e seguridade social, no valor adicionado bruto a preços correntes total (%)
2008;3140902;Matipó (MG);117826;37,04
2008;3141009;Mato Verde (MG);54150;44,45
2008;3141108;Matozinhos (MG);686171;28,28
2008;3141207;Matutina (MG);30195;28,07
2008;3141306;Medeiros (MG);36612;19,42
2008;3141405;Medina (MG);89698;35,89
2008;3141504;Mendes Pimentel (MG);29371;28,19
2008;3141603;Mercês (MG);53744;35,27
2008;3141702;Mesquita (MG);26913;27,8
2008;3141801;Minas Novas (MG);111093;32,73
2008;3141900;Minduri (MG);24583;35,53
2008;3142007;Mirabela (MG);49051;32,23
2008;3142106;Miradouro (MG);79152;45,64
2008;3142205;Miraí (MG);93986;36,14
2008;3142254;Miravânia (MG);18470;23,91
2008;3142304;Moeda (MG);25779;42,98
2008;3142403;Moema (MG);39827;40,29
2008;3142502;Monjolos (MG);16217;19,14
2008;3142601;Monsenhor Paulo (MG);83726;27,59
2008;3142700;Montalvânia (MG);61242;33,42
2008;3142809;Monte Alegre de Minas (MG);240848;30,23
2008;3142908;Monte Azul (MG);84332;37,03
2008;3143005;Monte Belo (MG);118865;35,28
2008;3143104;Monte Carmelo (MG);601423;54,85
2008;3143153;Monte Formoso (MG);16941;22,3
2008;3143203;Monte Santo de Minas (MG);201010;42,93
2008;3143302;Montes Claros (MG);3657356;55,11
2008;3143401;Monte Sião (MG);179788;54,14
2008;3143450;Montezuma (MG);25174;22,65
2008;3143500;Morada Nova de Minas (MG);75838;29,85
2008;3143609;Morro da Garça (MG);30017;17,51
2008;3143708;Morro do Pilar (MG);16648;27,91
2008;3143807;Munhoz (MG);29221;37,2
2008;3143906;Muriaé (MG);930422;62,56
2008;3144003;Mutum (MG);143400;35,04
2008;3144102;Muzambinho (MG);178469;41,64
2008;3144201;Nacip Raydan (MG);12094;25,26
2008;3144300;Nanuque (MG);359643;47,79
2008;3144359;Naque (MG);39370;28,24
2008;3144375;Natalândia (MG);17181;21,9
2008;3144409;Natércia (MG);32917;33,22
2008;3144508;Nazareno (MG);83315;20,82
2008;3144607;Nepomuceno (MG);183737;35,23
2008;3144656;Ninheira (MG);33429;20,47
2008;3144672;Nova Belém (MG);22922;20,37
2008;3144706;Nova Era (MG);266089;34,62
2008;3144805;Nova Lima (MG);2336092;39,42
2008;3144904;Nova Módica (MG);21908;29,58
2008;3145000;Nova Ponte (MG);575921;12,07
2008;3145059;Nova Porteirinha (MG);40863;30,38
2008;3145109;Nova Resende (MG);169807;35,84
2008;3145208;Nova Serrana (MG);661572;40,14
2008;3145307;Novo Cruzeiro (MG);93530;26,72
2008;3145356;Novo Oriente de Minas (MG);34113;25,84
2008;3145372;Novorizonte (MG);16689;25,17
2008;3145406;Olaria (MG);12306;23,95
2008;3145455;Olhos-d'Água (MG);31268;25,58
2008;3145505;Olímpio Noronha (MG);17362;35,41
2008;3145604;Oliveira (MG);317866;56,34
2008;3145703;Oliveira Fortes (MG);12714;26,92
2008;3145802;Onça de Pitangui (MG);22385;19,12
2008;3145851;Oratórios (MG);24166;23,49
2008;3145877;Orizânia (MG);29542;31,49
2008;3145901;Ouro Branco (MG);3709822;19,48
2008;3146008;Ouro Fino (MG);283734;56,35
2008;3146107;Ouro Preto (MG);2737025;23,61
2008;3146206;Ouro Verde de Minas (MG);24815;21,91
2008;3146255;Padre Carvalho (MG);17544;24,08
2008;3146305;Padre Paraíso (MG);63615;36,61
2008;3146404;Paineiras (MG);38846;25,23
2008;3146503;Pains (MG);126919;25,22
2008;3146552;Pai Pedro (MG);22207;18,7
2008;3146602;Paiva (MG);11054;31,27
2008;3146701;Palma (MG);29479;36,01
2008;3146750;Palmópolis (MG);22661;22,03
2008;3146909;Papagaios (MG);148041;32,74
2008;3147006;Paracatu (MG);1038906;40,65
2008;3147105;Pará de Minas (MG);1140664;44,87
2008;3147204;Paraguaçu (MG);180990;34,22
2008;3147303;Paraisópolis (MG);257715;39,64
2008;3147402;Paraopeba (MG);186568;35,38
2008;3147501;Passabém (MG);8870;26,59
2008;3147600;Passa Quatro (MG);141574;31,61
2008;3147709;Passa Tempo (MG);98962;24,87
2008;3147808;Passa Vinte (MG);11435;31,11
2008;3147907;Passos (MG);1033950;58,35
2008;3147956;Patis (MG);21100;21,31
2008;3148004;Patos de Minas (MG);1538473;57,1
2008;3148103;Patrocínio (MG);988151;52,86
2008;3148202;Patrocínio do Muriaé (MG);35343;36,34
2008;3148301;Paula Cândido (MG);41399;24,05
2008;3148400;Paulistas (MG);30940;16,27
2008;3148509;Pavão (MG);37069;27,74
2008;3148608;Peçanha (MG);82707;31,8
2008;3148707;Pedra Azul (MG);105378;30,7
2008;3148756;Pedra Bonita (MG);28236;19,71
2008;3148806;Pedra do Anta (MG);17016;24,54
2008;3148905;Pedra do Indaiá (MG);51048;35,2
2008;3149002;Pedra Dourada (MG);12663;24,18
2008;3149101;Pedralva (MG);67044;32,18
2008;3149150;Pedras de Maria da Cruz (MG);45008;17,62
2008;3149200;Pedrinópolis (MG);55810;36,35
2008;3149309;Pedro Leopoldo (MG);915128;35,22
2008;3149408;Pedro Teixeira (MG);10649;26,22
2008;3149507;Pequeri (MG);20866;36,53
2008;3149606;Pequi (MG);27674;28,99
2008;3149705;Perdigão (MG);53607;35,08
2008;3149804;Perdizes (MG);306666;21,98
2008;3149903;Perdões (MG);202890;39,71
2008;3149952;Periquito (MG);66981;36,93
2008;3150000;Pescador (MG);24214;30,69
2008;3150109;Piau (MG);30969;13,7
2008;3150158;Piedade de Caratinga (MG);29654;24,81
2008;3150208;Piedade de Ponte Nova (MG);25773;28,94
2008;3150307;Piedade do Rio Grande (MG);86310;71,11
2008;3150406;Piedade dos Gerais (MG);22756;27,96
2008;3150505;Pimenta (MG);64572;36,86
2008;3150539;Pingo-d'Água (MG);20161;28,76
2008;3150570;Pintópolis (MG);26712;21,75
2008;3150604;Piracema (MG);40686;31,42
2008;3150703;Pirajuba (MG);100396;29,3
2008;3150802;Piranga (MG);63331;33,33
2008;3150901;Piranguçu (MG);27028;21,99
2008;3151008;Piranguinho (MG);41976;38,68
2008;3151107;Pirapetinga (MG);196906;25,09
2008;3151206;Pirapora (MG);1003366;27,89
2008;3151305;Piraúba (MG);55174;40,07
2008;3151404;Pitangui (MG);217353;43,39
2008;3151503;Piumhi (MG);309929;53,26
2008;3151602;Planura (MG);354865;19,88
2008;3151701;Poço Fundo (MG);105049;36,68
2008;3151800;Poços de Caldas (MG);3079612;45,74
2008;3151909;Pocrane (MG);34848;30,9
2008;3152006;Pompéu (MG);322129;34,42
2008;3152105;Ponte Nova (MG);622965;59,34
2008;3152131;Ponto Chique (MG);21132;22,76
2008;3152170;Ponto dos Volantes (MG);39677;28,31
2008;3152204;Porteirinha (MG);142375;37,83
2008;3152303;Porto Firme (MG);40443;25,66
2008;3152402;Poté (MG);58721;33,68
2008;3152501;Pouso Alegre (MG);2296816;58,4
2008;3152600;Pouso Alto (MG);59010;36,65
2008;3152709;Prados (MG);47936;34
2008;3152808;Prata (MG);384859;50,23
2008;3152907;Pratápolis (MG);88704;32,73
2008;3153004;Pratinha (MG);39493;17,46
2008;3153103;Presidente Bernardes (MG);20963;28,07
2008;3153202;Presidente Juscelino (MG);22292;18,06
2008;3153301;Presidente Kubitschek (MG);12718;28,08
2008;3153400;Presidente Olegário (MG);180162;27,04
2008;3153509;Alto Jequitibá (MG);38711;27,34
2008;3153608;Prudente de Morais (MG);92820;25,27
2008;3153707;Quartel Geral (MG);27227;21,4
2008;3153806;Queluzito (MG);13522;27,03
2008;3153905;Raposos (MG);51442;38,03
2008;3154002;Raul Soares (MG);131287;43,62
2008;3154101;Recreio (MG);50168;42,38
2008;3154150;Reduto (MG);36056;36,6
2008;3154200;Resende Costa (MG);60383;39,2
2008;3154309;Resplendor (MG);137876;43,61
2008;3154408;Ressaquinha (MG);64769;29,26
2008;3154457;Riachinho (MG);42081;28,83
2008;3154507;Riacho dos Machados (MG);41810;21,71
2008;3154606;Ribeirão das Neves (MG);1297868;41,23
2008;3154705;Ribeirão Vermelho (MG);46925;64,92
2008;3154804;Rio Acima (MG);162615;75,53
2008;3154903;Rio Casca (MG);116359;44,89
2008;3155009;Rio Doce (MG);16311;27,62
2008;3155108;Rio do Prado (MG);21927;26,13
2008;3155207;Rio Espera (MG);24744;25,21
2008;3155306;Rio Manso (MG);26624;31,47
2008;3155405;Rio Novo (MG);47101;45
2008;3155504;Rio Paranaíba (MG);222657;29,61
2008;3155603;Rio Pardo de Minas (MG);115860;26,26
2008;3155702;Rio Piracicaba (MG);183238;28,39
2008;3155801;Rio Pomba (MG);112636;51,33
2008;3155900;Rio Preto (MG);29000;36,34
2008;3156007;Rio Vermelho (MG);52980;27,04
2008;3156106;Ritápolis (MG);24098;30,48
2008;3156205;Rochedo de Minas (MG);10731;29,91
2008;3156304;Rodeiro (MG);95113;23,73
2008;3156403;Romaria (MG);83613;21,06
2008;3156452;Rosário da Limeira (MG);22253;35,66
2008;3156502;Rubelita (MG);26872;20,63
2008;3156601;Rubim (MG);40384;28,52
2008;3156700;Sabará (MG);1131060;35,4
2008;3156809;Sabinópolis (MG);75134;34,32
2008;3156908;Sacramento (MG);481053;29,57
2008;3157005;Salinas (MG);220802;49,97
2008;3157104;Salto da Divisa (MG);37081;26,56
2008;3157203;Santa Bárbara (MG);219642;44,04
2008;3157252;Santa Bárbara do Leste (MG);40592;34,92
2008;3157278;Santa Bárbara do Monte Verde (MG);18726;22,02
2008;3157302;Santa Bárbara do Tugúrio (MG);22850;32,08
2008;3157336;Santa Cruz de Minas (MG);30136;46,45
2008;3157377;Santa Cruz de Salinas (MG);20719;26,59
2008;3157401;Santa Cruz do Escalvado (MG);23925;19,28
2008;3157500;Santa Efigênia de Minas (MG);16451;29,22
2008;3157609;Santa Fé de Minas (MG);19690;17,52
2008;3157658;Santa Helena de Minas (MG);20236;23,67
2008;3157708;Santa Juliana (MG);212292;37,7
2008;3157807;Santa Luzia (MG);1738574;37,31
2008;3157906;Santa Margarida (MG);124453;19,57
2008;3158003;Santa Maria de Itabira (MG);63298;45,79
2008;3158102;Santa Maria do Salto (MG);22780;26,04
2008;3158201;Santa Maria do Suaçuí (MG);56420;34,71
2008;3158300;Santana da Vargem (MG);74366;46,5
2008;3158409;Santana de Cataguases (MG);16418;27,32
2008;3158508;Santana de Pirapama (MG);46314;20,68
2008;3158607;Santana do Deserto (MG);18216;30,93
2008;3158706;Santana do Garambéu (MG);12730;29,44
2008;3158805;Santana do Jacaré (MG);30806;36,11
2008;3158904;Santana do Manhuaçu (MG);42620;23,97
2008;3158953;Santana do Paraíso (MG);181342;31,03
2008;3159001;Santana do Riacho (MG);22886;39,53
2008;3159100;Santana dos Montes (MG);18827;34,57
2008;3159209;Santa Rita de Caldas (MG);65855;33,18
2008;3159308;Santa Rita de Jacutinga (MG);42993;26,58
2008;3159357;Santa Rita de Minas (MG);68010;31,15
2008;3159407;Santa Rita de Ibitipoca (MG);20443;25,23
2008;3159506;Santa Rita do Itueto (MG);39279;20,26
2008;3159605;Santa Rita do Sapucaí (MG);702409;39,57
2008;3159704;Santa Rosa da Serra (MG);27709;23,26
2008;3159803;Santa Vitória (MG);190303;36,17
2008;3159902;Santo Antônio do Amparo (MG);103350;36,49
2008;3160009;Santo Antônio do Aventureiro (MG);20049;30,87
2008;3160108;Santo Antônio do Grama (MG);21329;27,25
2008;3160207;Santo Antônio do Itambé (MG);17896;23,31
2008;3160306;Santo Antônio do Jacinto (MG);39789;24,62
2008;3160405;Santo Antônio do Monte (MG);204515;42,39
2008;3160454;Santo Antônio do Retiro (MG);22843;25
2008;3160504;Santo Antônio do Rio Abaixo (MG);9541;25,83
2008;3160603;Santo Hipólito (MG);27766;19,37
2008;3160702;Santos Dumont (MG);492756;34,48
2008;3160801;São Bento Abade (MG);30649;29,57
2008;3160900;São Brás do Suaçuí (MG);40909;65,36
2008;3160959;São Domingos das Dores (MG);27349;24,65
2008;3161007;São Domingos do Prata (MG);96095;41,26
2008;3161056;São Félix de Minas (MG);14804;23,81
2008;3161106;São Francisco (MG);197949;32,7
2008;3161205;São Francisco de Paula (MG);44915;35,3
2008;3161304;São Francisco de Sales (MG);66108;26,86
2008;3161403;São Francisco do Glória (MG);29385;40,53
2008;3161502;São Geraldo (MG);50310;28,37
2008;3161601;São Geraldo da Piedade (MG);22894;20,35
2008;3161650;São Geraldo do Baixio (MG);16213;27,37
2008;3161700;São Gonçalo do Abaeté (MG);95628;48,38
2008;3161809;São Gonçalo do Pará (MG);96564;25,79
2008;3161908;São Gonçalo do Rio Abaixo (MG);719721;21,12
2008;3162005;São Gonçalo do Sapucaí (MG);250817;52,88
2008;3162104;São Gotardo (MG);264616;56,58
2008;3162203;São João Batista do Glória (MG);66285;32,25
2008;3162252;São João da Lagoa (MG);19769;19,04
2008;3162302;São João da Mata (MG);17771;26,69
2008;3162401;São João da Ponte (MG);93762;26,93
2008;3162450;São João das Missões (MG);31566;20,9
2008;3162500;São João del Rei (MG);885395;54,54
2008;3162559;São João do Manhuaçu (MG);80073;41,97
2008;3162575;São João do Manteninha (MG);26537;28,19
2008;3162609;São João do Oriente (MG);32849;33,05
2008;3162658;São João do Pacuí (MG);14406;17,44
2008;3162708;São João do Paraíso (MG);86465;31,98
2008;3162807;São João Evangelista (MG);70172;36,72
2008;3162906;São João Nepomuceno (MG);174398;46,17
2008;3162922;São Joaquim de Bicas (MG);286911;34,06
2008;3162948;São José da Barra (MG);610709;3,34
2008;3162955;São José da Lapa (MG);268834;26,22
2008;3163003;São José da Safira (MG);15179;28,5
2008;3163102;São José da Varginha (MG);43977;16,76
2008;3163201;São José do Alegre (MG);21019;33,76
2008;3163300;São José do Divino (MG);18613;24,12
2008;3163409;São José do Goiabal (MG);24033;32,39
2008;3163508;São José do Jacuri (MG);26477;21,61
2008;3163607;São José do Mantimento (MG);12513;27,22
2008;3163706;São Lourenço (MG);402049;69,47
2008;3163805;São Miguel do Anta (MG);35621;21,98
2008;3163904;São Pedro da União (MG);54504;30,06
2008;3164001;São Pedro dos Ferros (MG);61895;31,34
2008;3164100;São Pedro do Suaçuí (MG);24529;27,38
2008;3164209;São Romão (MG);46664;30,34
2008;3164308;São Roque de Minas (MG);69844;30,1
2008;3164407;São Sebastião da Bela Vista (MG);41392;47,98
2008;3164431;São Sebastião da Vargem Alegre (MG);20608;21,34
2008;3164472;São Sebastião do Anta (MG);29614;24,94
2008;3164506;São Sebastião do Maranhão (MG);32925;19,06
2008;3164605;São Sebastião do Oeste (MG);116427;28,18
2008;3164704;São Sebastião do Paraíso (MG);818947;54,22
2008;3164803;São Sebastião do Rio Preto (MG);8851;25,66
2008;3164902;São Sebastião do Rio Verde (MG);12527;29,25
2008;3165008;São Tiago (MG);59543;33,99
2008;3165107;São Tomás de Aquino (MG);64727;28,51
2008;3165206;São Tomé das Letras (MG);45066;33,91
2008;3165305;São Vicente de Minas (MG);54729;36,32
2008;3165404;Sapucaí-Mirim (MG);40562;39,32
2008;3165503;Sardoá (MG);20874;28,84
2008;3165537;Sarzedo (MG);204888;30,8
2008;3165552;Setubinha (MG);32106;18,44
2008;3165560;Sem-Peixe (MG);12831;24,42
2008;3165578;Senador Amaral (MG);26445;29,27
2008;3165602;Senador Cortes (MG);11984;27,7
2008;3165701;Senador Firmino (MG);36042;36,63
2008;3165800;Senador José Bento (MG);15558;22,82
2008;3165909;Senador Modestino Gonçalves (MG);24044;24,93
2008;3166006;Senhora de Oliveira (MG);24874;36,04
2008;3166105;Senhora do Porto (MG);15262;22,63
2008;3166204;Senhora dos Remédios (MG);37931;27,04
2008;3166303;Sericita (MG);31506;24,66
2008;3166402;Seritinga (MG);13685;38,93
2008;3166501;Serra Azul de Minas (MG);16239;21,83
2008;3166600;Serra da Saudade (MG);9956;22,02
2008;3166709;Serra dos Aimorés (MG);71314;26,22
2008;3166808;Serra do Salitre (MG);125829;26,36
2008;3166907;Serrania (MG);54858;31,65
2008;3166956;Serranópolis de Minas (MG);15505;18,01
2008;3167004;Serranos (MG);12599;29,26
2008;3167103;Serro (MG);96432;40,62
2008;3167202;Sete Lagoas (MG);4991324;37,53
2008;3167301;Silveirânia (MG);12615;25,55
2008;3167400;Silvianópolis (MG);44826;34,84
2008;3167509;Simão Pereira (MG);19343;38,86
2008;3167608;Simonésia (MG);76252;28,35
2008;3167707;Sobrália (MG);23846;33,34
2008;3167806;Soledade de Minas (MG);27929;34,48
2008;3167905;Tabuleiro (MG);19540;32,26
2008;3168002;Taiobeiras (MG);149889;45,04
2008;3168051;Taparuba (MG);15338;23,69
2008;3168101;Tapira (MG);189541;15,73
2008;3168200;Tapiraí (MG);20191;18,37
2008;3168309;Taquaraçu de Minas (MG);26210;29,37
2008;3168408;Tarumirim (MG);59774;35,47
2008;3168507;Teixeiras (MG);138353;61,31
2008;3168606;Teófilo Otoni (MG);1127423;59,01
2008;3168705;Timóteo (MG);2865540;26,4
2008;3168804;Tiradentes (MG);52820;59,28
2008;3168903;Tiros (MG);58681;23,21
2008;3169000;Tocantins (MG);103107;41,77
2008;3169059;Tocos do Moji (MG);21447;25,82
2008;3169109;Toledo (MG);37678;26,03
2008;3169208;Tombos (MG);45352;38,29
2008;3169307;Três Corações (MG);1202348;41,96
2008;3169356;Três Marias (MG);907332;17,1
2008;3169406;Três Pontas (MG);507725;52,56
2008;3169505;Tumiritinga (MG);26871;27,24
2008;3169604;Tupaciguara (MG);255654;43,95
2008;3169703;Turmalina (MG);115404;31,81
2008;3169802;Turvolândia (MG);36422;25,14
2008;3169901;Ubá (MG);1138037;45,74
2008;3170008;Ubaí (MG);40094;26,74
2008;3170057;Ubaporanga (MG);50961;27,18
2008;3170107;Uberaba (MG);6234095;46,46
2008;3170206;Uberlândia (MG);12666848;56,85
2008;3170305;Umburatiba (MG);17053;21,98
2008;3170404;Unaí (MG);1127348;40,84
2008;3170438;União de Minas (MG);57388;18,18
2008;3170479;Uruana de Minas (MG);27728;23,64
2008;3170503;Urucânia (MG);66181;26,09
2008;3170529;Urucuia (MG);57771;24,19
2008;3170578;Vargem Alegre (MG);26557;28,81
2008;3170602;Vargem Bonita (MG);18102;27,45
2008;3170651;Vargem Grande do Rio Pardo (MG);18101;23,79
2008;3170701;Varginha (MG);2479261;53,94
2008;3170750;Varjão de Minas (MG);81939;28,05
2008;3170800;Várzea da Palma (MG);667162;19,54
2008;3170909;Varzelândia (MG);64555;28,99
2008;3171006;Vazante (MG);247821;30,25
2008;3171030;Verdelândia (MG);43164;18,99
2008;3171071;Veredinha (MG);24212;22,24
2008;3171105;Veríssimo (MG);48409;21,34
2008;3171154;Vermelho Novo (MG);22191;22,14
2008;3171204;Vespasiano (MG);1205895;28,51
2008;3171303;Viçosa (MG);590450;64,95
2008;3171402;Vieiras (MG);22061;23,17
2008;3171501;Mathias Lobato (MG);16573;31,28
2008;3171600;Virgem da Lapa (MG);44935;29,95
2008;3171709;Virgínia (MG);44205;34,15
2008;3171808;Virginópolis (MG);58569;44,59
2008;3171907;Virgolândia (MG);24254;28,88
2008;3172004;Visconde do Rio Branco (MG);453124;40,78
2008;3172103;Volta Grande (MG);47187;31
2008;3172202;Wenceslau Braz (MG);13209;21,93
2008;3200102;Afonso Cláudio (ES);188426;34,4
2008;3200136;Águia Branca (ES);81667;23,74
2008;3200169;Água Doce do Norte (ES);85003;24,85
2008;3200201;Alegre (ES);212223;40,23
2008;3200300;Alfredo Chaves (ES);117470;36,52
2008;3200359;Alto Rio Novo (ES);40594;24,63
2008;3200409;Anchieta (ES);2773772;18,01
2008;3200508;Apiacá (ES);42562;26,59
2008;3200607;Aracruz (ES);3905568;20,65
2008;3200706;Atílio Vivácqua (ES);99093;27,56
2008;3200805;Baixo Guandu (ES);280947;27,91
2008;3200904;Barra de São Francisco (ES);348474;38,31
2008;3201001;Boa Esperança (ES);109688;27,86
2008;3201100;Bom Jesus do Norte (ES);64464;37,8
2008;3201159;Brejetuba (ES);93698;20,47
2008;3201209;Cachoeiro de Itapemirim (ES);2451374;47,11
2008;3201308;Cariacica (ES);4418582;48,18
2008;3201407;Castelo (ES);310643;40,38
2008;3201506;Colatina (ES);1475983;56,33
2008;3201605;Conceição da Barra (ES);318642;33,59
2008;3201704;Conceição do Castelo (ES);90329;30,4
2008;3201803;Divino de São Lourenço (ES);28977;20,33
2008;3201902;Domingos Martins (ES);257559;33,32
2008;3202009;Dores do Rio Preto (ES);42058;26,76
2008;3202108;Ecoporanga (ES);200109;24,91
2008;3202207;Fundão (ES);394024;26,27
2008;3202256;Governador Lindenberg (ES);81743;28,59
2008;3202306;Guaçuí (ES);198259;45,17
2008;3202405;Guarapari (ES);946006;57,91
2008;3202454;Ibatiba (ES);124286;36,2
2008;3202504;Ibiraçu (ES);289328;27,83
2008;3202553;Ibitirama (ES);53492;20,9
2008;3202603;Iconha (ES);188312;57,82
2008;3202652;Irupi (ES);73471;31,38
2008;3202702;Itaguaçu (ES);108516;32,1
2008;3202801;Itapemirim (ES);1111737;20,12
2008;3202900;Itarana (ES);100048;46,59
2008;3203007;Iúna (ES);184827;38,31
2008;3203056;Jaguaré (ES);561820;20,87
2008;3203106;Jerônimo Monteiro (ES);63694;32,91
2008;3203130;João Neiva (ES);225598;35
2008;3203163;Laranja da Terra (ES);66495;23,97
2008;3203205;Linhares (ES);4011259;29,26
2008;3203304;Mantenópolis (ES);62510;28,87
2008;3203320;Marataízes (ES);352918;31,35
2008;3203346;Marechal Floriano (ES);154824;42,02
2008;3203353;Marilândia (ES);83297;31,27
2008;3203403;Mimoso do Sul (ES);196744;34,91
2008;3203502;Montanha (ES);151280;30,01
2008;3203601;Mucurici (ES);42686;16,5
2008;3203700;Muniz Freire (ES);120795;26,45
2008;3203809;Muqui (ES);79991;36,68
2008;3203908;Nova Venécia (ES);425271;40,79
2008;3204005;Pancas (ES);106541;27,19
2008;3204054;Pedro Canário (ES);179401;42,68
2008;3204104;Pinheiros (ES);254665;30,51
2008;3204203;Piúma (ES);114364;46,43
2008;3204252;Ponto Belo (ES);46463;23,98
2008;3204302;Presidente Kennedy (ES);1880124;16,08
2008;3204351;Rio Bananal (ES);153336;29,83
2008;3204401;Rio Novo do Sul (ES);86403;33,33
2008;3204500;Santa Leopoldina (ES);90912;20,91
